img,IQR,rank
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1015/mri/mwp1m06.nii,84.90%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1016/mri/mwp1bl.nii,85.32%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1016/mri/mwp1m06.nii,85.58%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1016/mri/mwp1m12.nii,85.29%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1016/mri/mwp1m24.nii,85.48%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1016/mri/mwp1m36.nii,82.46%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1016/mri/mwp1m48.nii,85.65%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1016/mri/mwp1m72.nii,86.01%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1016/mri/mwp1m120.nii,86.00%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1018/mri/mwp1bl.nii,85.56%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1018/mri/mwp1m06.nii,85.44%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1018/mri/mwp1m12.nii,85.35%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1018/mri/mwp1m18.nii,85.62%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1018/mri/mwp1m24.nii,85.62%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/102/mri/mwp1bl.nii,85.32%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/102/mri/mwp1m06.nii,85.50%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/102/mri/mwp1m12.nii,85.56%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/102/mri/mwp1m18.nii,85.02%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/102/mri/mwp1m24.nii,85.35%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1021/mri/mwp1bl.nii,77.34%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1021/mri/mwp1m06.nii,79.59%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1bl.nii,81.47%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1m06.nii,81.44%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1m12.nii,82.02%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1m18.nii,82.02%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1m24.nii,82.12%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1m30.nii,82.12%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1m36.nii,80.06%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1m42.nii,80.06%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1023/mri/mwp1m72.nii,77.82%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1024/mri/mwp1bl.nii,81.03%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1024/mri/mwp1m06.nii,81.03%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1024/mri/mwp1m12.nii,79.97%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1024/mri/mwp1m18.nii,79.97%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1027/mri/mwp1bl.nii,81.13%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1027/mri/mwp1m06.nii,81.74%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1027/mri/mwp1m12.nii,83.43%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1028/mri/mwp1bl.nii,82.11%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1028/mri/mwp1m06.nii,82.01%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1028/mri/mwp1m12.nii,82.20%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1028/mri/mwp1m18.nii,82.29%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1028/mri/mwp1m24.nii,81.50%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1030/mri/mwp1bl.nii,84.84%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1030/mri/mwp1m06.nii,84.46%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1030/mri/mwp1m12.nii,84.66%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1030/mri/mwp1m18.nii,84.98%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1030/mri/mwp1m48.nii,NA,NA
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1030/mri/mwp1m54.nii,84.57%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1030/mri/mwp1m60.nii,84.57%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1030/mri/mwp1m72.nii,84.12%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1031/mri/mwp1bl.nii,84.36%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1031/mri/mwp1m06.nii,71.68%,C-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1031/mri/mwp1m12.nii,82.92%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1031/mri/mwp1m18.nii,67.06%,D+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1031/mri/mwp1m24.nii,80.40%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1031/mri/mwp1m30.nii,80.40%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1031/mri/mwp1m36.nii,59.92%,E+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1bl.nii,85.75%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m06.nii,85.31%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m12.nii,78.14%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m18.nii,85.31%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m24.nii,85.64%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m30.nii,85.64%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m36.nii,85.16%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m42.nii,85.16%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m48.nii,85.60%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m54.nii,86.02%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m60.nii,86.02%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m72.nii,86.03%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1032/mri/mwp1m120.nii,85.50%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1bl.nii,81.77%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m06.nii,81.73%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m12.nii,81.64%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m18.nii,80.87%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m24.nii,81.46%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m30.nii,81.60%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m36.nii,81.60%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m42.nii,81.60%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m48.nii,80.68%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m54.nii,80.68%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1034/mri/mwp1m60.nii,80.79%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1035/mri/mwp1bl.nii,81.46%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1035/mri/mwp1m06.nii,81.08%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1035/mri/mwp1m12.nii,80.80%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1035/mri/mwp1m18.nii,82.41%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1035/mri/mwp1m24.nii,82.41%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1035/mri/mwp1m30.nii,82.41%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1035/mri/mwp1m36.nii,81.61%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1038/mri/mwp1bl.nii,84.28%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1038/mri/mwp1m06.nii,84.15%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1038/mri/mwp1m12.nii,84.15%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1040/mri/mwp1bl.nii,81.88%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1040/mri/mwp1m06.nii,81.98%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1040/mri/mwp1m12.nii,82.03%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1041/mri/mwp1bl.nii,83.42%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1041/mri/mwp1m12.nii,83.15%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1041/mri/mwp1m24.nii,81.66%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1043/mri/mwp1bl.nii,82.08%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1043/mri/mwp1m06.nii,81.31%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1043/mri/mwp1m12.nii,81.93%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1043/mri/mwp1m18.nii,81.07%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1043/mri/mwp1m36.nii,81.73%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1043/mri/mwp1m60.nii,80.77%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1044/mri/mwp1bl.nii,85.63%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1044/mri/mwp1m06.nii,85.49%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1044/mri/mwp1m12.nii,85.68%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1bl.nii,85.06%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m06.nii,84.63%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m12.nii,85.14%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m18.nii,85.14%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m24.nii,84.96%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m30.nii,84.96%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m36.nii,84.38%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m48.nii,83.92%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m54.nii,85.91%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m60.nii,85.91%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1045/mri/mwp1m72.nii,85.86%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1bl.nii,80.13%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m06.nii,85.16%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m12.nii,82.22%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m18.nii,84.63%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m24.nii,82.12%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m30.nii,82.12%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m36.nii,82.04%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m48.nii,82.15%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m54.nii,82.09%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1046/mri/mwp1m60.nii,82.09%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1051/mri/mwp1bl.nii,81.88%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1051/mri/mwp1m06.nii,80.79%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1bl.nii,81.24%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m06.nii,80.65%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m12.nii,80.65%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m18.nii,80.56%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m48.nii,80.73%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m54.nii,80.73%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m60.nii,78.60%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m72.nii,79.95%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m120.nii,80.44%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1052/mri/mwp1m144.nii,82.36%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1054/mri/mwp1bl.nii,84.68%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1054/mri/mwp1m06.nii,85.53%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1054/mri/mwp1m12.nii,83.39%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1054/mri/mwp1m18.nii,84.61%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1054/mri/mwp1m24.nii,84.82%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1055/mri/mwp1bl.nii,83.79%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1055/mri/mwp1m06.nii,79.17%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1055/mri/mwp1m12.nii,78.94%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1055/mri/mwp1m18.nii,78.94%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1055/mri/mwp1m24.nii,73.93%,C
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1056/mri/mwp1bl.nii,85.63%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1056/mri/mwp1m06.nii,85.00%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1056/mri/mwp1m12.nii,85.55%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1056/mri/mwp1m24.nii,82.53%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1057/mri/mwp1bl.nii,79.73%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1057/mri/mwp1m06.nii,81.46%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1057/mri/mwp1m12.nii,81.27%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1057/mri/mwp1m24.nii,74.38%,C
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1057/mri/mwp1m30.nii,81.63%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1057/mri/mwp1m36.nii,81.63%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1057/mri/mwp1m48.nii,81.36%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1057/mri/mwp1m60.nii,80.86%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1059/mri/mwp1bl.nii,81.06%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1059/mri/mwp1m06.nii,78.87%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1059/mri/mwp1m12.nii,78.87%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1059/mri/mwp1m24.nii,81.92%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/106/mri/mwp1m48.nii,84.57%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/106/mri/mwp1m60.nii,83.62%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/106/mri/mwp1m72.nii,83.78%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1063/mri/mwp1bl.nii,85.58%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1063/mri/mwp1m06.nii,85.45%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1063/mri/mwp1m12.nii,85.27%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1063/mri/mwp1m24.nii,85.06%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1063/mri/mwp1m30.nii,85.06%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1063/mri/mwp1m36.nii,85.02%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1063/mri/mwp1m42.nii,85.02%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1063/mri/mwp1m48.nii,84.65%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1bl.nii,83.71%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m06.nii,77.67%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m12.nii,82.39%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m18.nii,76.60%,C
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m24.nii,82.54%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m36.nii,73.43%,C
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m42.nii,79.68%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m48.nii,79.68%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m54.nii,73.44%,C
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m60.nii,73.44%,C
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1066/mri/mwp1m72.nii,79.71%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1bl.nii,85.71%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m06.nii,85.69%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m12.nii,85.57%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m18.nii,85.72%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m24.nii,85.60%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m36.nii,85.67%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m42.nii,85.45%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m48.nii,85.45%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m54.nii,85.45%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m60.nii,85.95%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/107/mri/mwp1m72.nii,84.57%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1070/mri/mwp1bl.nii,84.93%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1070/mri/mwp1m06.nii,83.59%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1070/mri/mwp1m12.nii,80.65%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1070/mri/mwp1m18.nii,85.27%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1070/mri/mwp1m24.nii,84.85%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1070/mri/mwp1m30.nii,84.85%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1070/mri/mwp1m36.nii,84.56%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1072/mri/mwp1bl.nii,80.72%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1072/mri/mwp1m06.nii,79.52%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1072/mri/mwp1m12.nii,79.52%,C+
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1072/mri/mwp1m18.nii,80.11%,B-
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1072/mri/mwp1m36.nii,83.36%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1072/mri/mwp1m42.nii,83.36%,B
/data/datasets/ADNI/ADNI_T1_Fixed_20210719/1072/mri/mwp1m48.nii,76.93%,C+
