img,IQR,rank
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50207/mri/mwp1T1W.nii,76.94%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50208/mri/mwp1T1W.nii,81.87%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50209/mri/mwp1T1W.nii,79.14%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50210/mri/mwp1T1W.nii,79.35%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50211/mri/mwp1T1W.nii,72.85%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50212/mri/mwp1T1W.nii,72.19%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50213/mri/mwp1T1W.nii,79.17%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50214/mri/mwp1T1W.nii,82.51%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50215/mri/mwp1T1W.nii,79.70%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50216/mri/mwp1T1W.nii,77.41%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50217/mri/mwp1T1W.nii,74.30%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50232/mri/mwp1T1W.nii,85.00%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50233/mri/mwp1T1W.nii,86.38%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50234/mri/mwp1T1W.nii,86.18%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50235/mri/mwp1T1W.nii,86.05%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50236/mri/mwp1T1W.nii,86.25%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50237/mri/mwp1T1W.nii,86.98%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50238/mri/mwp1T1W.nii,85.64%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50239/mri/mwp1T1W.nii,85.50%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50240/mri/mwp1T1W.nii,86.30%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50241/mri/mwp1T1W.nii,85.76%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50242/mri/mwp1T1W.nii,76.50%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50243/mri/mwp1T1W.nii,86.32%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50244/mri/mwp1T1W.nii,86.31%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50245/mri/mwp1T1W.nii,86.01%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50246/mri/mwp1T1W.nii,84.03%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50247/mri/mwp1T1W.nii,84.66%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50248/mri/mwp1T1W.nii,85.52%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50249/mri/mwp1T1W.nii,86.07%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50250/mri/mwp1T1W.nii,85.64%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50251/mri/mwp1T1W.nii,86.06%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50252/mri/mwp1T1W.nii,85.85%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50253/mri/mwp1T1W.nii,86.08%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50254/mri/mwp1T1W.nii,86.12%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50255/mri/mwp1T1W.nii,86.31%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50257/mri/mwp1T1W.nii,85.99%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50259/mri/mwp1T1W.nii,86.19%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50260/mri/mwp1T1W.nii,84.48%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50261/mri/mwp1T1W.nii,86.38%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50262/mri/mwp1T1W.nii,86.34%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50263/mri/mwp1T1W.nii,86.49%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50264/mri/mwp1T1W.nii,86.42%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50265/mri/mwp1T1W.nii,80.38%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50266/mri/mwp1T1W.nii,86.34%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50267/mri/mwp1T1W.nii,86.34%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50268/mri/mwp1T1W.nii,85.98%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50269/mri/mwp1T1W.nii,86.29%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50270/mri/mwp1T1W.nii,86.14%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50271/mri/mwp1T1W.nii,86.38%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50342/mri/mwp1T1W.nii,39.79%,F
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50382/mri/mwp1T1W.nii,82.91%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50383/mri/mwp1T1W.nii,81.57%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50385/mri/mwp1T1W.nii,82.64%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50386/mri/mwp1T1W.nii,82.72%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50387/mri/mwp1T1W.nii,80.33%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50388/mri/mwp1T1W.nii,75.48%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50390/mri/mwp1T1W.nii,81.85%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50391/mri/mwp1T1W.nii,83.66%,B
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50397/mri/mwp1T1W.nii,81.28%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50399/mri/mwp1T1W.nii,78.54%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50402/mri/mwp1T1W.nii,70.46%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50403/mri/mwp1T1W.nii,70.14%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50404/mri/mwp1T1W.nii,81.70%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50405/mri/mwp1T1W.nii,81.77%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50406/mri/mwp1T1W.nii,74.29%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50407/mri/mwp1T1W.nii,75.77%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50408/mri/mwp1T1W.nii,74.44%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50410/mri/mwp1T1W.nii,69.60%,D+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50411/mri/mwp1T1W.nii,74.03%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50412/mri/mwp1T1W.nii,73.22%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50413/mri/mwp1T1W.nii,79.33%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50414/mri/mwp1T1W.nii,72.07%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50415/mri/mwp1T1W.nii,79.93%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50416/mri/mwp1T1W.nii,80.21%,B-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50417/mri/mwp1T1W.nii,71.76%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50418/mri/mwp1T1W.nii,73.25%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50419/mri/mwp1T1W.nii,74.66%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50421/mri/mwp1T1W.nii,74.20%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50422/mri/mwp1T1W.nii,72.29%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50423/mri/mwp1T1W.nii,74.41%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50424/mri/mwp1T1W.nii,72.65%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50425/mri/mwp1T1W.nii,70.73%,C-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50426/mri/mwp1T1W.nii,79.22%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50427/mri/mwp1T1W.nii,74.55%,C
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50428/mri/mwp1T1W.nii,79.56%,C+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50432/mri/mwp1T1W.nii,90.17%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50433/mri/mwp1T1W.nii,89.87%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50434/mri/mwp1T1W.nii,89.50%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50435/mri/mwp1T1W.nii,90.03%,A-
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50436/mri/mwp1T1W.nii,87.57%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50437/mri/mwp1T1W.nii,89.39%,B+
/data/datasets/Preprocessing/ABIDE_T1/ABIDE_T1_pred/50438/mri/mwp1T1W.nii,89.84%,B+
