img,IQR,rank
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r019s005/ses-1/mri/mwp1T1w.nii,78.98%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r019s006/ses-1/mri/mwp1T1w.nii,86.34%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r019s011/ses-1/mri/mwp1T1w.nii,84.91%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r019s013/ses-1/mri/mwp1T1w.nii,85.17%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r019s014/ses-1/mri/mwp1T1w.nii,83.90%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r023s004/ses-1/mri/mwp1T1w.nii,84.66%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r023s005/ses-1/mri/mwp1T1w.nii,58.12%,E+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r023s006/ses-1/mri/mwp1T1w.nii,72.64%,C-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r023s010/ses-1/mri/mwp1T1w.nii,83.63%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r023s011/ses-1/mri/mwp1T1w.nii,79.37%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r023s015/ses-1/mri/mwp1T1w.nii,84.78%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r023s016/ses-1/mri/mwp1T1w.nii,76.00%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s001/ses-1/mri/mwp1T1w.nii,84.70%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s004/ses-1/mri/mwp1T1w.nii,86.25%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s006/ses-1/mri/mwp1T1w.nii,84.60%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s007/ses-1/mri/mwp1T1w.nii,85.62%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s009/ses-1/mri/mwp1T1w.nii,84.84%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s010/ses-1/mri/mwp1T1w.nii,79.43%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s015/ses-1/mri/mwp1T1w.nii,83.31%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s016/ses-1/mri/mwp1T1w.nii,85.47%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s017/ses-1/mri/mwp1T1w.nii,84.95%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r024s020/ses-1/mri/mwp1T1w.nii,85.35%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s002/ses-1/mri/mwp1T1w.nii,85.48%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s012/ses-1/mri/mwp1T1w.nii,83.82%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s014/ses-1/mri/mwp1T1w.nii,85.86%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s019/ses-1/mri/mwp1T1w.nii,84.55%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s026/ses-1/mri/mwp1T1w.nii,85.92%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s028/ses-1/mri/mwp1T1w.nii,85.97%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s029/ses-1/mri/mwp1T1w.nii,78.22%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s030/ses-1/mri/mwp1T1w.nii,77.91%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s033/ses-1/mri/mwp1T1w.nii,81.71%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s037/ses-1/mri/mwp1T1w.nii,82.77%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s046/ses-1/mri/mwp1T1w.nii,82.73%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s051/ses-1/mri/mwp1T1w.nii,85.36%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s053/ses-1/mri/mwp1T1w.nii,83.78%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s054/ses-1/mri/mwp1T1w.nii,83.84%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s057/ses-1/mri/mwp1T1w.nii,85.83%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r027s058/ses-1/mri/mwp1T1w.nii,84.83%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s001/ses-1/mri/mwp1T1w.nii,86.31%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s003/ses-1/mri/mwp1T1w.nii,86.41%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s006/ses-1/mri/mwp1T1w.nii,86.54%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s010/ses-1/mri/mwp1T1w.nii,86.08%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s015/ses-1/mri/mwp1T1w.nii,86.54%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s016/ses-1/mri/mwp1T1w.nii,84.87%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s018/ses-1/mri/mwp1T1w.nii,85.85%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s019/ses-1/mri/mwp1T1w.nii,86.47%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s021/ses-1/mri/mwp1T1w.nii,85.52%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s022/ses-1/mri/mwp1T1w.nii,86.19%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s024/ses-1/mri/mwp1T1w.nii,86.48%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r028s025/ses-1/mri/mwp1T1w.nii,86.38%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r029s001/ses-1/mri/mwp1T1w.nii,67.17%,D+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r029s002/ses-1/mri/mwp1T1w.nii,76.93%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r029s006/ses-1/mri/mwp1T1w.nii,77.50%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r029s008/ses-1/mri/mwp1T1w.nii,73.72%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r035s001/ses-1/mri/mwp1T1w.nii,84.81%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r035s002/ses-1/mri/mwp1T1w.nii,85.10%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r035s004/ses-1/mri/mwp1T1w.nii,86.07%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r035s008/ses-1/mri/mwp1T1w.nii,82.73%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r035s009/ses-1/mri/mwp1T1w.nii,77.63%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r035s010/ses-1/mri/mwp1T1w.nii,77.46%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r035s015/ses-1/mri/mwp1T1w.nii,85.25%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s001/ses-1/mri/mwp1T1w.nii,85.47%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s003/ses-1/mri/mwp1T1w.nii,85.65%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s008/ses-1/mri/mwp1T1w.nii,85.25%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s009/ses-1/mri/mwp1T1w.nii,86.36%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s011/ses-1/mri/mwp1T1w.nii,85.82%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s012/ses-1/mri/mwp1T1w.nii,85.12%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s013/ses-1/mri/mwp1T1w.nii,85.42%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s015/ses-1/mri/mwp1T1w.nii,85.67%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s019/ses-1/mri/mwp1T1w.nii,84.50%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s027/ses-1/mri/mwp1T1w.nii,85.20%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s029/ses-1/mri/mwp1T1w.nii,84.90%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s030/ses-1/mri/mwp1T1w.nii,85.43%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s031/ses-1/mri/mwp1T1w.nii,85.19%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s034/ses-1/mri/mwp1T1w.nii,86.01%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s037/ses-1/mri/mwp1T1w.nii,85.23%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s038/ses-1/mri/mwp1T1w.nii,82.48%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s039/ses-1/mri/mwp1T1w.nii,86.39%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s042/ses-1/mri/mwp1T1w.nii,85.93%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s044/ses-1/mri/mwp1T1w.nii,84.50%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s045/ses-1/mri/mwp1T1w.nii,84.22%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s046/ses-1/mri/mwp1T1w.nii,85.98%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s050/ses-1/mri/mwp1T1w.nii,85.12%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s051/ses-1/mri/mwp1T1w.nii,84.07%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s052/ses-1/mri/mwp1T1w.nii,85.16%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s053/ses-1/mri/mwp1T1w.nii,83.67%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s055/ses-1/mri/mwp1T1w.nii,85.43%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s059/ses-1/mri/mwp1T1w.nii,85.29%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s062/ses-1/mri/mwp1T1w.nii,84.04%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s063/ses-1/mri/mwp1T1w.nii,85.28%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s066/ses-1/mri/mwp1T1w.nii,85.19%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s070/ses-1/mri/mwp1T1w.nii,86.28%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s072/ses-1/mri/mwp1T1w.nii,84.72%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s073/ses-1/mri/mwp1T1w.nii,85.80%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s075/ses-1/mri/mwp1T1w.nii,85.93%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s076/ses-1/mri/mwp1T1w.nii,86.09%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s077/ses-1/mri/mwp1T1w.nii,86.48%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s079/ses-1/mri/mwp1T1w.nii,83.36%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s080/ses-1/mri/mwp1T1w.nii,84.44%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s083/ses-1/mri/mwp1T1w.nii,85.94%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s086/ses-1/mri/mwp1T1w.nii,85.94%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s090/ses-1/mri/mwp1T1w.nii,77.52%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s092/ses-1/mri/mwp1T1w.nii,85.78%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s094/ses-1/mri/mwp1T1w.nii,85.82%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s095/ses-1/mri/mwp1T1w.nii,85.22%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r038s098/ses-1/mri/mwp1T1w.nii,83.69%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r039s001/ses-1/mri/mwp1T1w.nii,77.27%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r039s005/ses-1/mri/mwp1T1w.nii,77.33%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s003/ses-1/mri/mwp1T1w.nii,76.04%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s005/ses-1/mri/mwp1T1w.nii,76.49%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s006/ses-1/mri/mwp1T1w.nii,80.40%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s007/ses-1/mri/mwp1T1w.nii,75.57%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s009/ses-1/mri/mwp1T1w.nii,71.95%,C-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s012/ses-1/mri/mwp1T1w.nii,70.84%,C-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s014/ses-1/mri/mwp1T1w.nii,77.87%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s018/ses-1/mri/mwp1T1w.nii,75.86%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s019/ses-1/mri/mwp1T1w.nii,77.23%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s023/ses-1/mri/mwp1T1w.nii,75.17%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s026/ses-1/mri/mwp1T1w.nii,72.77%,C-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s027/ses-1/mri/mwp1T1w.nii,74.80%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s029/ses-1/mri/mwp1T1w.nii,75.32%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s033/ses-1/mri/mwp1T1w.nii,73.37%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s034/ses-1/mri/mwp1T1w.nii,76.15%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s035/ses-1/mri/mwp1T1w.nii,81.60%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s036/ses-1/mri/mwp1T1w.nii,83.53%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s038/ses-1/mri/mwp1T1w.nii,67.88%,D+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s041/ses-1/mri/mwp1T1w.nii,74.18%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s050/ses-1/mri/mwp1T1w.nii,82.31%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s052/ses-1/mri/mwp1T1w.nii,82.29%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s055/ses-1/mri/mwp1T1w.nii,78.96%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s057/ses-1/mri/mwp1T1w.nii,76.86%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s058/ses-1/mri/mwp1T1w.nii,73.82%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s060/ses-1/mri/mwp1T1w.nii,78.77%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s061/ses-1/mri/mwp1T1w.nii,79.79%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s062/ses-1/mri/mwp1T1w.nii,78.06%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s065/ses-1/mri/mwp1T1w.nii,82.25%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s066/ses-1/mri/mwp1T1w.nii,80.63%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s068/ses-1/mri/mwp1T1w.nii,81.07%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s073/ses-1/mri/mwp1T1w.nii,77.28%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s077/ses-1/mri/mwp1T1w.nii,75.59%,C
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s079/ses-1/mri/mwp1T1w.nii,70.17%,C-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s080/ses-1/mri/mwp1T1w.nii,79.78%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s081/ses-1/mri/mwp1T1w.nii,77.31%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s082/ses-1/mri/mwp1T1w.nii,82.82%,B-
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s083/ses-1/mri/mwp1T1w.nii,79.11%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s084/ses-1/mri/mwp1T1w.nii,79.72%,C+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s087/ses-1/mri/mwp1T1w.nii,64.50%,D
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r040s088/ses-1/mri/mwp1T1w.nii,67.27%,D+
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r042s002/ses-1/mri/mwp1T1w.nii,86.08%,B
/data/datasets/Preprocessing/ATLAS_2/ATLAS_2_pred/Testing/sub-r042s005/ses-1/mri/mwp1T1w.nii,86.07%,B
