img,IQR,rank
/data/datasets/AIBL/AIBL_pre/1091/mri/mwp1m18.nii,83.28%,B-
/data/datasets/AIBL/AIBL_pre/1091/mri/mwp1m36.nii,84.61%,B
/data/datasets/AIBL/AIBL_pre/1094/mri/mwp1bl.nii,84.93%,B
/data/datasets/AIBL/AIBL_pre/1095/mri/mwp1bl.nii,83.69%,B
/data/datasets/AIBL/AIBL_pre/1098/mri/mwp1bl.nii,80.51%,B-
/data/datasets/AIBL/AIBL_pre/1100/mri/mwp1bl.nii,84.77%,B
/data/datasets/AIBL/AIBL_pre/1109/mri/mwp1bl.nii,78.25%,C+
/data/datasets/AIBL/AIBL_pre/111/mri/mwp1bl.nii,84.33%,B
/data/datasets/AIBL/AIBL_pre/111/mri/mwp1m18.nii,84.40%,B
/data/datasets/AIBL/AIBL_pre/111/mri/mwp1m54.nii,76.12%,C
/data/datasets/AIBL/AIBL_pre/111/mri/mwp1m54.nii,82.65%,B-
/data/datasets/AIBL/AIBL_pre/112/mri/mwp1m18.nii,83.31%,B-
/data/datasets/AIBL/AIBL_pre/1122/mri/mwp1bl.nii,84.76%,B
/data/datasets/AIBL/AIBL_pre/1125/mri/mwp1bl.nii,84.83%,B
/data/datasets/AIBL/AIBL_pre/113/mri/mwp1m18.nii,84.58%,B
/data/datasets/AIBL/AIBL_pre/113/mri/mwp1m36.nii,83.88%,B
/data/datasets/AIBL/AIBL_pre/113/mri/mwp1m54.nii,84.05%,B
/data/datasets/AIBL/AIBL_pre/113/mri/mwp1m54.nii,84.75%,B
/data/datasets/AIBL/AIBL_pre/1146/mri/mwp1bl.nii,84.93%,B
/data/datasets/AIBL/AIBL_pre/1146/mri/mwp1m18.nii,84.82%,B
/data/datasets/AIBL/AIBL_pre/1146/mri/mwp1m36.nii,84.92%,B
/data/datasets/AIBL/AIBL_pre/1146/mri/mwp1m54.nii,83.08%,B-
/data/datasets/AIBL/AIBL_pre/1146/mri/mwp1m54.nii,83.90%,B
/data/datasets/AIBL/AIBL_pre/1147/mri/mwp1bl.nii,82.19%,B-
/data/datasets/AIBL/AIBL_pre/1147/mri/mwp1m18.nii,82.51%,B-
/data/datasets/AIBL/AIBL_pre/1147/mri/mwp1m36.nii,81.82%,B-
/data/datasets/AIBL/AIBL_pre/1153/mri/mwp1bl.nii,84.88%,B
/data/datasets/AIBL/AIBL_pre/1153/mri/mwp1m18.nii,84.76%,B
/data/datasets/AIBL/AIBL_pre/1153/mri/mwp1m36.nii,84.27%,B
/data/datasets/AIBL/AIBL_pre/1153/mri/mwp1m54.nii,84.66%,B
/data/datasets/AIBL/AIBL_pre/117/mri/mwp1bl.nii,84.03%,B
/data/datasets/AIBL/AIBL_pre/117/mri/mwp1m18.nii,83.43%,B
/data/datasets/AIBL/AIBL_pre/117/mri/mwp1m36.nii,82.13%,B-
/data/datasets/AIBL/AIBL_pre/117/mri/mwp1m54.nii,83.67%,B
/data/datasets/AIBL/AIBL_pre/117/mri/mwp1m54.nii,83.77%,B
/data/datasets/AIBL/AIBL_pre/1174/mri/mwp1bl.nii,83.50%,B
/data/datasets/AIBL/AIBL_pre/1174/mri/mwp1m18.nii,83.97%,B
/data/datasets/AIBL/AIBL_pre/1175/mri/mwp1bl.nii,83.91%,B
/data/datasets/AIBL/AIBL_pre/118/mri/mwp1bl.nii,85.11%,B
/data/datasets/AIBL/AIBL_pre/118/mri/mwp1m18.nii,84.34%,B
/data/datasets/AIBL/AIBL_pre/118/mri/mwp1m36.nii,84.96%,B
/data/datasets/AIBL/AIBL_pre/118/mri/mwp1m54.nii,84.97%,B
/data/datasets/AIBL/AIBL_pre/1183/mri/mwp1bl.nii,84.77%,B
/data/datasets/AIBL/AIBL_pre/1184/mri/mwp1bl.nii,83.92%,B
/data/datasets/AIBL/AIBL_pre/1186/mri/mwp1bl.nii,84.88%,B
/data/datasets/AIBL/AIBL_pre/1187/mri/mwp1bl.nii,84.94%,B
/data/datasets/AIBL/AIBL_pre/1191/mri/mwp1bl.nii,78.26%,C+
/data/datasets/AIBL/AIBL_pre/1192/mri/mwp1bl.nii,84.90%,B
/data/datasets/AIBL/AIBL_pre/1193/mri/mwp1bl.nii,84.29%,B
/data/datasets/AIBL/AIBL_pre/1194/mri/mwp1bl.nii,84.86%,B
/data/datasets/AIBL/AIBL_pre/1196/mri/mwp1bl.nii,81.45%,B-
/data/datasets/AIBL/AIBL_pre/1198/mri/mwp1bl.nii,83.08%,B-
/data/datasets/AIBL/AIBL_pre/12/mri/mwp1m18.nii,84.59%,B
/data/datasets/AIBL/AIBL_pre/12/mri/mwp1m36.nii,84.54%,B
/data/datasets/AIBL/AIBL_pre/12/mri/mwp1m54.nii,84.24%,B
/data/datasets/AIBL/AIBL_pre/1209/mri/mwp1bl.nii,85.11%,B
/data/datasets/AIBL/AIBL_pre/121/mri/mwp1bl.nii,83.14%,B-
/data/datasets/AIBL/AIBL_pre/121/mri/mwp1m18.nii,82.05%,B-
/data/datasets/AIBL/AIBL_pre/121/mri/mwp1m36.nii,83.11%,B-
/data/datasets/AIBL/AIBL_pre/121/mri/mwp1m54.nii,80.87%,B-
/data/datasets/AIBL/AIBL_pre/121/mri/mwp1m54.nii,83.84%,B
/data/datasets/AIBL/AIBL_pre/1214/mri/mwp1bl.nii,85.01%,B
/data/datasets/AIBL/AIBL_pre/1215/mri/mwp1bl.nii,84.31%,B
/data/datasets/AIBL/AIBL_pre/1218/mri/mwp1bl.nii,82.58%,B-
/data/datasets/AIBL/AIBL_pre/1222/mri/mwp1bl.nii,83.74%,B
/data/datasets/AIBL/AIBL_pre/1224/mri/mwp1bl.nii,84.56%,B
/data/datasets/AIBL/AIBL_pre/1225/mri/mwp1bl.nii,84.68%,B
/data/datasets/AIBL/AIBL_pre/1228/mri/mwp1bl.nii,81.78%,B-
/data/datasets/AIBL/AIBL_pre/123/mri/mwp1bl.nii,83.54%,B
/data/datasets/AIBL/AIBL_pre/1230/mri/mwp1bl.nii,84.07%,B
/data/datasets/AIBL/AIBL_pre/1234/mri/mwp1bl.nii,84.76%,B
/data/datasets/AIBL/AIBL_pre/1234/mri/mwp1m18.nii,84.64%,B
/data/datasets/AIBL/AIBL_pre/1236/mri/mwp1bl.nii,84.36%,B
/data/datasets/AIBL/AIBL_pre/1237/mri/mwp1bl.nii,84.95%,B
/data/datasets/AIBL/AIBL_pre/1238/mri/mwp1bl.nii,84.09%,B
/data/datasets/AIBL/AIBL_pre/1241/mri/mwp1bl.nii,83.49%,B
/data/datasets/AIBL/AIBL_pre/1249/mri/mwp1bl.nii,84.38%,B
/data/datasets/AIBL/AIBL_pre/1249/mri/mwp1m18.nii,84.32%,B
/data/datasets/AIBL/AIBL_pre/125/mri/mwp1bl.nii,83.04%,B-
/data/datasets/AIBL/AIBL_pre/125/mri/mwp1m18.nii,81.89%,B-
/data/datasets/AIBL/AIBL_pre/1251/mri/mwp1bl.nii,84.00%,B
/data/datasets/AIBL/AIBL_pre/1251/mri/mwp1m18.nii,83.78%,B
/data/datasets/AIBL/AIBL_pre/1255/mri/mwp1bl.nii,83.68%,B
/data/datasets/AIBL/AIBL_pre/1257/mri/mwp1bl.nii,84.89%,B
/data/datasets/AIBL/AIBL_pre/1258/mri/mwp1bl.nii,84.67%,B
/data/datasets/AIBL/AIBL_pre/1258/mri/mwp1m18.nii,84.69%,B
/data/datasets/AIBL/AIBL_pre/126/mri/mwp1bl.nii,83.50%,B
/data/datasets/AIBL/AIBL_pre/126/mri/mwp1m18.nii,83.88%,B
/data/datasets/AIBL/AIBL_pre/126/mri/mwp1m36.nii,83.93%,B
/data/datasets/AIBL/AIBL_pre/126/mri/mwp1m54.nii,83.54%,B
/data/datasets/AIBL/AIBL_pre/126/mri/mwp1m54.nii,84.08%,B
/data/datasets/AIBL/AIBL_pre/1260/mri/mwp1bl.nii,84.69%,B
/data/datasets/AIBL/AIBL_pre/1261/mri/mwp1bl.nii,82.68%,B-
/data/datasets/AIBL/AIBL_pre/1265/mri/mwp1bl.nii,84.88%,B
/data/datasets/AIBL/AIBL_pre/1266/mri/mwp1bl.nii,84.43%,B
/data/datasets/AIBL/AIBL_pre/127/mri/mwp1bl.nii,78.22%,C+
/data/datasets/AIBL/AIBL_pre/1272/mri/mwp1bl.nii,85.02%,B
/data/datasets/AIBL/AIBL_pre/1273/mri/mwp1bl.nii,84.78%,B
/data/datasets/AIBL/AIBL_pre/1277/mri/mwp1bl.nii,85.70%,B
/data/datasets/AIBL/AIBL_pre/1278/mri/mwp1bl.nii,85.11%,B
/data/datasets/AIBL/AIBL_pre/1279/mri/mwp1bl.nii,85.06%,B
/data/datasets/AIBL/AIBL_pre/1281/mri/mwp1bl.nii,78.37%,C+
/data/datasets/AIBL/AIBL_pre/1283/mri/mwp1bl.nii,84.81%,B
/data/datasets/AIBL/AIBL_pre/1285/mri/mwp1bl.nii,84.06%,B
/data/datasets/AIBL/AIBL_pre/1286/mri/mwp1bl.nii,81.76%,B-
/data/datasets/AIBL/AIBL_pre/1287/mri/mwp1bl.nii,72.99%,C-
/data/datasets/AIBL/AIBL_pre/1290/mri/mwp1bl.nii,84.94%,B
/data/datasets/AIBL/AIBL_pre/1291/mri/mwp1bl.nii,84.90%,B
/data/datasets/AIBL/AIBL_pre/1293/mri/mwp1m18.nii,84.71%,B
/data/datasets/AIBL/AIBL_pre/1295/mri/mwp1bl.nii,85.04%,B
/data/datasets/AIBL/AIBL_pre/1296/mri/mwp1bl.nii,84.14%,B
/data/datasets/AIBL/AIBL_pre/1298/mri/mwp1bl.nii,84.30%,B
/data/datasets/AIBL/AIBL_pre/1301/mri/mwp1bl.nii,82.35%,B-
/data/datasets/AIBL/AIBL_pre/1302/mri/mwp1bl.nii,80.52%,B-
/data/datasets/AIBL/AIBL_pre/1302/mri/mwp1m18.nii,84.88%,B
/data/datasets/AIBL/AIBL_pre/1303/mri/mwp1bl.nii,84.72%,B
/data/datasets/AIBL/AIBL_pre/1304/mri/mwp1bl.nii,81.17%,B-
/data/datasets/AIBL/AIBL_pre/1308/mri/mwp1bl.nii,82.98%,B-
/data/datasets/AIBL/AIBL_pre/1309/mri/mwp1bl.nii,82.65%,B-
/data/datasets/AIBL/AIBL_pre/1311/mri/mwp1bl.nii,84.64%,B
/data/datasets/AIBL/AIBL_pre/1312/mri/mwp1bl.nii,84.87%,B
/data/datasets/AIBL/AIBL_pre/1316/mri/mwp1bl.nii,82.97%,B-
/data/datasets/AIBL/AIBL_pre/1321/mri/mwp1bl.nii,81.36%,B-
/data/datasets/AIBL/AIBL_pre/1324/mri/mwp1bl.nii,81.54%,B-
/data/datasets/AIBL/AIBL_pre/1327/mri/mwp1bl.nii,85.17%,B
/data/datasets/AIBL/AIBL_pre/1328/mri/mwp1bl.nii,82.59%,B-
/data/datasets/AIBL/AIBL_pre/1329/mri/mwp1bl.nii,83.84%,B
/data/datasets/AIBL/AIBL_pre/1330/mri/mwp1bl.nii,84.44%,B
/data/datasets/AIBL/AIBL_pre/1332/mri/mwp1bl.nii,84.25%,B
/data/datasets/AIBL/AIBL_pre/1334/mri/mwp1bl.nii,81.28%,B-
/data/datasets/AIBL/AIBL_pre/1334/mri/mwp1m18.nii,84.79%,B
/data/datasets/AIBL/AIBL_pre/1335/mri/mwp1bl.nii,84.76%,B
/data/datasets/AIBL/AIBL_pre/1337/mri/mwp1bl.nii,84.33%,B
/data/datasets/AIBL/AIBL_pre/1339/mri/mwp1bl.nii,83.14%,B-
/data/datasets/AIBL/AIBL_pre/134/mri/mwp1bl.nii,84.86%,B
/data/datasets/AIBL/AIBL_pre/134/mri/mwp1m18.nii,84.59%,B
/data/datasets/AIBL/AIBL_pre/1340/mri/mwp1bl.nii,84.43%,B
/data/datasets/AIBL/AIBL_pre/1341/mri/mwp1bl.nii,83.19%,B-
/data/datasets/AIBL/AIBL_pre/1343/mri/mwp1bl.nii,84.72%,B
/data/datasets/AIBL/AIBL_pre/1344/mri/mwp1bl.nii,85.63%,B
/data/datasets/AIBL/AIBL_pre/1345/mri/mwp1bl.nii,80.78%,B-
/data/datasets/AIBL/AIBL_pre/1345/mri/mwp1m18.nii,81.15%,B-
/data/datasets/AIBL/AIBL_pre/1349/mri/mwp1bl.nii,82.46%,B-
/data/datasets/AIBL/AIBL_pre/1352/mri/mwp1bl.nii,84.43%,B
/data/datasets/AIBL/AIBL_pre/1355/mri/mwp1bl.nii,84.59%,B
/data/datasets/AIBL/AIBL_pre/1356/mri/mwp1bl.nii,84.91%,B
/data/datasets/AIBL/AIBL_pre/1360/mri/mwp1bl.nii,84.89%,B
/data/datasets/AIBL/AIBL_pre/1361/mri/mwp1bl.nii,84.31%,B
/data/datasets/AIBL/AIBL_pre/1365/mri/mwp1bl.nii,83.23%,B-
/data/datasets/AIBL/AIBL_pre/1366/mri/mwp1bl.nii,84.70%,B
/data/datasets/AIBL/AIBL_pre/1368/mri/mwp1bl.nii,83.81%,B
/data/datasets/AIBL/AIBL_pre/1370/mri/mwp1bl.nii,77.75%,C+
/data/datasets/AIBL/AIBL_pre/1370/mri/mwp1m18.nii,78.50%,C+
/data/datasets/AIBL/AIBL_pre/1372/mri/mwp1bl.nii,84.96%,B
/data/datasets/AIBL/AIBL_pre/1373/mri/mwp1bl.nii,84.91%,B
/data/datasets/AIBL/AIBL_pre/1374/mri/mwp1bl.nii,84.57%,B
/data/datasets/AIBL/AIBL_pre/1375/mri/mwp1bl.nii,84.69%,B
/data/datasets/AIBL/AIBL_pre/1378/mri/mwp1bl.nii,83.59%,B
/data/datasets/AIBL/AIBL_pre/138/mri/mwp1bl.nii,85.11%,B
/data/datasets/AIBL/AIBL_pre/138/mri/mwp1m18.nii,85.02%,B
/data/datasets/AIBL/AIBL_pre/1382/mri/mwp1bl.nii,84.53%,B
/data/datasets/AIBL/AIBL_pre/1384/mri/mwp1bl.nii,84.43%,B
/data/datasets/AIBL/AIBL_pre/1385/mri/mwp1bl.nii,83.65%,B
/data/datasets/AIBL/AIBL_pre/1386/mri/mwp1bl.nii,80.76%,B-
/data/datasets/AIBL/AIBL_pre/1387/mri/mwp1bl.nii,84.95%,B
/data/datasets/AIBL/AIBL_pre/1390/mri/mwp1bl.nii,84.71%,B
/data/datasets/AIBL/AIBL_pre/1391/mri/mwp1bl.nii,85.68%,B
/data/datasets/AIBL/AIBL_pre/1392/mri/mwp1bl.nii,85.00%,B
/data/datasets/AIBL/AIBL_pre/1393/mri/mwp1bl.nii,81.11%,B-
/data/datasets/AIBL/AIBL_pre/1394/mri/mwp1bl.nii,84.89%,B
/data/datasets/AIBL/AIBL_pre/1396/mri/mwp1bl.nii,84.72%,B
/data/datasets/AIBL/AIBL_pre/1397/mri/mwp1bl.nii,84.35%,B
/data/datasets/AIBL/AIBL_pre/1398/mri/mwp1bl.nii,83.92%,B
/data/datasets/AIBL/AIBL_pre/14/mri/mwp1bl.nii,83.91%,B
/data/datasets/AIBL/AIBL_pre/14/mri/mwp1m18.nii,83.70%,B
/data/datasets/AIBL/AIBL_pre/14/mri/mwp1m36.nii,84.32%,B
/data/datasets/AIBL/AIBL_pre/14/mri/mwp1m54.nii,84.06%,B
/data/datasets/AIBL/AIBL_pre/14/mri/mwp1m54.nii,84.53%,B
/data/datasets/AIBL/AIBL_pre/1405/mri/mwp1bl.nii,83.46%,B
/data/datasets/AIBL/AIBL_pre/1406/mri/mwp1bl.nii,83.27%,B-
/data/datasets/AIBL/AIBL_pre/1408/mri/mwp1bl.nii,84.34%,B
/data/datasets/AIBL/AIBL_pre/1410/mri/mwp1bl.nii,82.29%,B-
/data/datasets/AIBL/AIBL_pre/1411/mri/mwp1bl.nii,84.76%,B
/data/datasets/AIBL/AIBL_pre/1412/mri/mwp1bl.nii,85.83%,B
/data/datasets/AIBL/AIBL_pre/1413/mri/mwp1bl.nii,81.29%,B-
/data/datasets/AIBL/AIBL_pre/1415/mri/mwp1bl.nii,81.76%,B-
/data/datasets/AIBL/AIBL_pre/1416/mri/mwp1bl.nii,82.73%,B-
/data/datasets/AIBL/AIBL_pre/1417/mri/mwp1bl.nii,83.90%,B
/data/datasets/AIBL/AIBL_pre/1418/mri/mwp1bl.nii,83.19%,B-
/data/datasets/AIBL/AIBL_pre/1419/mri/mwp1bl.nii,85.05%,B
/data/datasets/AIBL/AIBL_pre/142/mri/mwp1bl.nii,82.33%,B-
/data/datasets/AIBL/AIBL_pre/1421/mri/mwp1bl.nii,83.64%,B
/data/datasets/AIBL/AIBL_pre/1422/mri/mwp1bl.nii,84.56%,B
/data/datasets/AIBL/AIBL_pre/1423/mri/mwp1bl.nii,84.96%,B
/data/datasets/AIBL/AIBL_pre/1424/mri/mwp1bl.nii,84.59%,B
/data/datasets/AIBL/AIBL_pre/1426/mri/mwp1bl.nii,82.99%,B-
/data/datasets/AIBL/AIBL_pre/1428/mri/mwp1bl.nii,82.61%,B-
/data/datasets/AIBL/AIBL_pre/1428/mri/mwp1m18.nii,84.37%,B
/data/datasets/AIBL/AIBL_pre/1429/mri/mwp1bl.nii,84.96%,B
/data/datasets/AIBL/AIBL_pre/1430/mri/mwp1bl.nii,84.69%,B
/data/datasets/AIBL/AIBL_pre/1431/mri/mwp1bl.nii,84.84%,B
/data/datasets/AIBL/AIBL_pre/1432/mri/mwp1bl.nii,80.09%,B-
/data/datasets/AIBL/AIBL_pre/1435/mri/mwp1bl.nii,84.47%,B
/data/datasets/AIBL/AIBL_pre/1436/mri/mwp1bl.nii,82.73%,B-
/data/datasets/AIBL/AIBL_pre/1437/mri/mwp1bl.nii,85.13%,B
/data/datasets/AIBL/AIBL_pre/1439/mri/mwp1bl.nii,84.00%,B
/data/datasets/AIBL/AIBL_pre/144/mri/mwp1bl.nii,80.82%,B-
/data/datasets/AIBL/AIBL_pre/144/mri/mwp1m18.nii,83.92%,B
/data/datasets/AIBL/AIBL_pre/1440/mri/mwp1bl.nii,85.12%,B
/data/datasets/AIBL/AIBL_pre/1441/mri/mwp1bl.nii,82.35%,B-
/data/datasets/AIBL/AIBL_pre/1442/mri/mwp1bl.nii,84.79%,B
/data/datasets/AIBL/AIBL_pre/1443/mri/mwp1bl.nii,84.89%,B
/data/datasets/AIBL/AIBL_pre/1444/mri/mwp1bl.nii,82.76%,B-
/data/datasets/AIBL/AIBL_pre/1449/mri/mwp1bl.nii,83.74%,B
/data/datasets/AIBL/AIBL_pre/1451/mri/mwp1bl.nii,83.87%,B
/data/datasets/AIBL/AIBL_pre/1453/mri/mwp1bl.nii,81.92%,B-
/data/datasets/AIBL/AIBL_pre/1454/mri/mwp1bl.nii,84.23%,B
/data/datasets/AIBL/AIBL_pre/1455/mri/mwp1bl.nii,83.24%,B-
/data/datasets/AIBL/AIBL_pre/1456/mri/mwp1bl.nii,82.79%,B-
/data/datasets/AIBL/AIBL_pre/1457/mri/mwp1bl.nii,83.32%,B-
/data/datasets/AIBL/AIBL_pre/146/mri/mwp1bl.nii,83.00%,B-
/data/datasets/AIBL/AIBL_pre/1460/mri/mwp1bl.nii,84.90%,B
/data/datasets/AIBL/AIBL_pre/1461/mri/mwp1bl.nii,84.60%,B
/data/datasets/AIBL/AIBL_pre/1462/mri/mwp1bl.nii,84.69%,B
/data/datasets/AIBL/AIBL_pre/1463/mri/mwp1bl.nii,77.62%,C+
/data/datasets/AIBL/AIBL_pre/1467/mri/mwp1bl.nii,84.88%,B
/data/datasets/AIBL/AIBL_pre/1469/mri/mwp1bl.nii,85.03%,B
/data/datasets/AIBL/AIBL_pre/147/mri/mwp1bl.nii,84.92%,B
/data/datasets/AIBL/AIBL_pre/1471/mri/mwp1bl.nii,85.10%,B
/data/datasets/AIBL/AIBL_pre/1475/mri/mwp1bl.nii,84.73%,B
/data/datasets/AIBL/AIBL_pre/1477/mri/mwp1bl.nii,76.60%,C
/data/datasets/AIBL/AIBL_pre/148/mri/mwp1bl.nii,85.09%,B
/data/datasets/AIBL/AIBL_pre/1482/mri/mwp1bl.nii,82.06%,B-
/data/datasets/AIBL/AIBL_pre/1483/mri/mwp1bl.nii,84.68%,B
/data/datasets/AIBL/AIBL_pre/1484/mri/mwp1bl.nii,83.12%,B-
/data/datasets/AIBL/AIBL_pre/1486/mri/mwp1bl.nii,82.06%,B-
/data/datasets/AIBL/AIBL_pre/149/mri/mwp1bl.nii,84.68%,B
/data/datasets/AIBL/AIBL_pre/1494/mri/mwp1bl.nii,84.44%,B
/data/datasets/AIBL/AIBL_pre/1496/mri/mwp1bl.nii,84.91%,B
/data/datasets/AIBL/AIBL_pre/1498/mri/mwp1bl.nii,84.44%,B
/data/datasets/AIBL/AIBL_pre/1499/mri/mwp1bl.nii,84.17%,B
/data/datasets/AIBL/AIBL_pre/15/mri/mwp1bl.nii,78.41%,C+
/data/datasets/AIBL/AIBL_pre/1501/mri/mwp1bl.nii,83.42%,B
/data/datasets/AIBL/AIBL_pre/1502/mri/mwp1bl.nii,71.44%,C-
/data/datasets/AIBL/AIBL_pre/1503/mri/mwp1bl.nii,82.07%,B-
/data/datasets/AIBL/AIBL_pre/1504/mri/mwp1bl.nii,84.40%,B
/data/datasets/AIBL/AIBL_pre/1510/mri/mwp1bl.nii,84.56%,B
/data/datasets/AIBL/AIBL_pre/1512/mri/mwp1bl.nii,82.95%,B-
/data/datasets/AIBL/AIBL_pre/1513/mri/mwp1bl.nii,85.01%,B
/data/datasets/AIBL/AIBL_pre/1517/mri/mwp1bl.nii,83.43%,B
/data/datasets/AIBL/AIBL_pre/1518/mri/mwp1bl.nii,84.49%,B
/data/datasets/AIBL/AIBL_pre/1519/mri/mwp1bl.nii,84.59%,B
/data/datasets/AIBL/AIBL_pre/152/mri/mwp1m18.nii,83.27%,B-
/data/datasets/AIBL/AIBL_pre/152/mri/mwp1m36.nii,81.01%,B-
/data/datasets/AIBL/AIBL_pre/1520/mri/mwp1bl.nii,84.63%,B
/data/datasets/AIBL/AIBL_pre/1521/mri/mwp1bl.nii,84.35%,B
/data/datasets/AIBL/AIBL_pre/1522/mri/mwp1bl.nii,84.80%,B
/data/datasets/AIBL/AIBL_pre/1526/mri/mwp1bl.nii,80.39%,B-
/data/datasets/AIBL/AIBL_pre/153/mri/mwp1bl.nii,84.55%,B
/data/datasets/AIBL/AIBL_pre/153/mri/mwp1m18.nii,84.33%,B
/data/datasets/AIBL/AIBL_pre/153/mri/mwp1m36.nii,84.08%,B
/data/datasets/AIBL/AIBL_pre/1531/mri/mwp1bl.nii,84.02%,B
/data/datasets/AIBL/AIBL_pre/1537/mri/mwp1bl.nii,84.73%,B
/data/datasets/AIBL/AIBL_pre/1538/mri/mwp1bl.nii,83.34%,B
/data/datasets/AIBL/AIBL_pre/154/mri/mwp1bl.nii,85.53%,B
/data/datasets/AIBL/AIBL_pre/1540/mri/mwp1bl.nii,84.61%,B
/data/datasets/AIBL/AIBL_pre/1541/mri/mwp1bl.nii,84.10%,B
/data/datasets/AIBL/AIBL_pre/1542/mri/mwp1bl.nii,85.21%,B
/data/datasets/AIBL/AIBL_pre/1543/mri/mwp1bl.nii,84.79%,B
/data/datasets/AIBL/AIBL_pre/1544/mri/mwp1bl.nii,82.39%,B-
/data/datasets/AIBL/AIBL_pre/1547/mri/mwp1bl.nii,84.62%,B
/data/datasets/AIBL/AIBL_pre/1549/mri/mwp1bl.nii,85.13%,B
/data/datasets/AIBL/AIBL_pre/155/mri/mwp1bl.nii,84.85%,B
/data/datasets/AIBL/AIBL_pre/1552/mri/mwp1bl.nii,84.08%,B
/data/datasets/AIBL/AIBL_pre/1553/mri/mwp1bl.nii,84.86%,B
